make,model,year,category,body_type,transmission,fuel_type,engine,mileage,seats,location,sale_price
Honda,Vezel,2017,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,79207,5,Rawalpindi,3250000
Suzuki,Wagon R,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,104110,5,Lahore,975000
Toyota,Yaris,2023,Sedan,Sedan,Manual,Petrol,1.5L,19105,5,Islamabad,3460000
Toyota,Prius,2018,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,90343,5,Faisalabad,2500000
Honda,BR-V,2017,Family,SUV,Automatic,Petrol,1.5L,120776,7,Faisalabad,2150000
Toyota,Prius,2022,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,52377,5,Faisalabad,4175000
Suzuki,Alto,2024,Economy,Hatchback,Manual,Petrol,1.0L,29936,4,Quetta,1750000
Honda,Civic,2016,Sedan,Sedan,Manual,Petrol,1.8L,86863,5,Faisalabad,2500000
Suzuki,Swift,2012,Hatchback,Hatchback,Automatic,Petrol,1.3L,152860,5,Multan,660000
Suzuki,Alto,2012,Economy,Hatchback,Automatic,Petrol,1.0L,183825,4,Multan,410000
Suzuki,Wagon R,2024,Hatchback,Hatchback,Manual,Petrol,1.0L,13037,5,Karachi,2310000
Suzuki,APV,2026,Van,Van,Automatic,Petrol,1.5L,201,8,Lahore,4950000
Toyota,Yaris,2024,Sedan,Sedan,Automatic,Petrol,1.5L,20448,5,Multan,4265000
Honda,Vezel,2018,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,109051,5,Quetta,3285000
Honda,BR-V,2017,Family,SUV,Automatic,Petrol,1.5L,83893,7,Islamabad,2015000
Honda,Civic,2020,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,64598,5,Multan,4315000
KIA,Sportage,2020,SUV,SUV,Automatic,Petrol,2.0L,86769,5,Rawalpindi,3670000
Suzuki,Alto,2023,Economy,Hatchback,Automatic,Petrol,1.0L,27103,4,Lahore,1955000
Suzuki,Swift,2014,Hatchback,Hatchback,Manual,Petrol,1.3L,139397,5,Karachi,885000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,70154,5,Islamabad,5370000
Toyota,Yaris,2025,Sedan,Sedan,Automatic,Petrol,1.5L,13238,5,Rawalpindi,4870000
Suzuki,Wagon R,2016,Hatchback,Hatchback,Manual,Petrol,1.0L,97559,5,Faisalabad,765000
KIA,Sportage,2025,SUV,SUV,Automatic,Petrol,2.0L,11921,5,Peshawar,7640000
Suzuki,Cultus,2023,Hatchback,Hatchback,Manual,Petrol,1.0L,40448,5,Lahore,2150000
Honda,Civic,2026,Sedan,Sedan,Manual,Petrol,1.8L,5187,5,Karachi,7765000
Honda,Civic,2016,Sedan,Sedan,Automatic,Petrol,1.8L,111767,5,Faisalabad,2475000
Toyota,Hilux,2023,Pickup,Pickup,Manual,Diesel,2.4L,22398,5,Islamabad,7325000
Honda,City,2017,Sedan,Sedan,Manual,Petrol,1.5L,131422,5,Peshawar,1750000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,23703,5,Rawalpindi,7290000
Suzuki,Alto,2016,Economy,Hatchback,Automatic,Petrol,1.0L,97110,4,Peshawar,700000
Suzuki,Swift,2023,Hatchback,Hatchback,Automatic,Petrol,1.3L,31832,5,Karachi,3085000
Toyota,Land Cruiser,2018,Luxury,SUV,Manual,Petrol,3.5L,105625,7,Islamabad,13675000
Toyota,Hilux,2023,Pickup,Pickup,Automatic,Diesel,2.8L,35650,5,Peshawar,6280000
Toyota,Corolla,2017,Sedan,Sedan,Manual,Petrol,1.8L,94419,5,Multan,1925000
KIA,Sportage,2025,SUV,SUV,Automatic,Petrol,2.0L,3281,5,Karachi,8280000
Suzuki,Cultus,2020,Hatchback,Hatchback,Manual,Petrol,1.0L,85498,5,Quetta,1430000
Toyota,Fortuner,2016,SUV,SUV,Manual,Petrol,2.7L,90991,7,Quetta,3880000
Suzuki,Bolan,2026,Economy,Van,Manual,Petrol,800cc,4850,8,Multan,1935000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,81419,5,Lahore,4745000
Suzuki,Mehran,2007,Economy,Hatchback,Manual,Petrol,800cc,230388,4,Multan,235000
Toyota,Hilux,2015,Pickup,Pickup,Automatic,Diesel,2.8L,130794,5,Quetta,2135000
Honda,Civic,2013,Sedan,Sedan,Manual,Petrol,1.5L Turbo,160240,5,Peshawar,1515000
Suzuki,Bolan,2020,Economy,Van,Manual,Petrol,800cc,60412,8,Islamabad,1085000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,116536,5,Rawalpindi,1055000
Honda,City,2014,Sedan,Sedan,Manual,Petrol,1.2L,176571,5,Islamabad,1265000
Toyota,Land Cruiser,2016,Luxury,SUV,Manual,Petrol,4.6L,95727,7,Faisalabad,9970000
Honda,City,2017,Sedan,Sedan,Automatic,Petrol,1.2L,142318,5,Islamabad,1925000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.3L,0,5,Lahore,5530000
Toyota,Land Cruiser,2021,Luxury,SUV,Manual,Petrol,4.6L,41224,7,Lahore,19645000
Suzuki,Alto,2017,Economy,Hatchback,Automatic,Petrol,660cc,88920,4,Quetta,810000
Daihatsu,Mira,2012,Economy,Hatchback,Automatic,Petrol,660cc,171344,4,Lahore,410000
Honda,Civic,2012,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,152623,5,Faisalabad,1515000
Suzuki,Wagon R,2018,Hatchback,Hatchback,Manual,Petrol,1.0L,81740,5,Islamabad,1180000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.5L,0,5,Rawalpindi,5080000
Honda,Vezel,2018,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,95769,5,Islamabad,3455000
Suzuki,Cultus,2018,Hatchback,Hatchback,Manual,Petrol,1.0L,115004,5,Multan,1080000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,39052,5,Peshawar,6010000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,3316,5,Quetta,9280000
Suzuki,Bolan,2008,Economy,Van,Manual,Petrol,800cc,220841,8,Faisalabad,290000
Toyota,Yaris,2022,Sedan,Sedan,Automatic,Petrol,1.5L,28533,5,Karachi,3025000
Suzuki,Cultus,2022,Hatchback,Hatchback,Manual,Petrol,1.0L,46835,5,Karachi,1990000
Suzuki,Mehran,2024,Economy,Hatchback,Automatic,Petrol,800cc,19889,4,Islamabad,1365000
Suzuki,Mehran,2023,Economy,Hatchback,Automatic,Petrol,800cc,30273,4,Faisalabad,1295000
Toyota,Land Cruiser,2018,Luxury,SUV,Manual,Petrol,4.6L,98919,7,Karachi,12330000
Suzuki,Mehran,2019,Economy,Hatchback,Automatic,Petrol,800cc,73171,4,Karachi,680000
Daihatsu,Mira,2026,Economy,Hatchback,Automatic,Petrol,660cc,11402,4,Faisalabad,2235000
Suzuki,APV,2021,Van,Van,Automatic,Petrol,1.5L,57385,8,Lahore,2320000
Toyota,Fortuner,2021,SUV,SUV,Manual,Diesel,2.7L,72267,7,Faisalabad,7305000
Honda,Vezel,2022,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,41748,5,Faisalabad,5045000
Suzuki,Wagon R,2019,Hatchback,Hatchback,Automatic,Petrol,1.0L,86747,5,Karachi,1285000
Honda,Vezel,2020,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,61810,5,Lahore,4165000
Honda,Civic,2026,Sedan,Sedan,Manual,Petrol,1.5L Turbo,4414,5,Quetta,6785000
Suzuki,Alto,2021,Economy,Hatchback,Automatic,Petrol,1.0L,65151,4,Faisalabad,1230000
Honda,Civic,2013,Sedan,Sedan,Manual,Petrol,1.8L,177574,5,Multan,1470000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Lahore,9550000
Toyota,Corolla,2019,Sedan,Sedan,Manual,Petrol,1.8L,100578,5,Lahore,2550000
Suzuki,Swift,2023,Hatchback,Hatchback,Manual,Petrol,1.3L,31022,5,Karachi,2655000
Toyota,Land Cruiser,2026,Luxury,SUV,Automatic,Petrol,4.6L,0,7,Karachi,36215000
Toyota,Yaris,2023,Sedan,Sedan,Automatic,Petrol,1.5L,22774,5,Peshawar,3640000
Suzuki,APV,2024,Van,Van,Automatic,Petrol,1.5L,18452,8,Peshawar,3785000
Daihatsu,Mira,2021,Economy,Hatchback,Automatic,Petrol,660cc,52353,4,Rawalpindi,1480000
Toyota,Fortuner,2016,SUV,SUV,Automatic,Petrol,2.7L,114008,7,Multan,4420000
Toyota,Yaris,2024,Sedan,Sedan,Automatic,Petrol,1.5L,20058,5,Islamabad,4540000
Honda,City,2015,Sedan,Sedan,Automatic,Petrol,1.2L,130495,5,Peshawar,1335000
Honda,Vezel,2015,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,112890,5,Lahore,2190000
Suzuki,Alto,2023,Economy,Hatchback,Automatic,Petrol,1.0L,41046,4,Quetta,1695000
Honda,BR-V,2024,Family,SUV,Manual,Petrol,1.5L,27026,7,Islamabad,5020000
Hyundai,Tucson,2026,SUV,SUV,Automatic,Petrol,2.0L,8981,5,Faisalabad,9470000
Suzuki,Alto,2018,Economy,Hatchback,Automatic,Petrol,660cc,95042,4,Peshawar,855000
Suzuki,Mehran,2007,Economy,Hatchback,Automatic,Petrol,800cc,232315,4,Multan,240000
Hyundai,Tucson,2023,SUV,SUV,Manual,Petrol,2.0L,29746,5,Rawalpindi,6730000
KIA,Sportage,2023,SUV,SUV,Manual,Petrol,2.0L,17728,5,Karachi,6670000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.5L,48781,5,Karachi,3160000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,59524,5,Karachi,1670000
Toyota,Fortuner,2017,SUV,SUV,Manual,Petrol,2.7L,81426,7,Rawalpindi,5130000
Toyota,Prius,2014,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,129921,5,Karachi,1295000
Toyota,Hilux,2012,Pickup,Pickup,Manual,Diesel,2.8L,173794,5,Karachi,1580000
Suzuki,Swift,2020,Hatchback,Hatchback,Manual,Petrol,1.3L,72755,5,Rawalpindi,1800000
Honda,Civic,2013,Sedan,Sedan,Automatic,Petrol,1.8L,174550,5,Peshawar,1715000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,33626,5,Islamabad,1760000
Honda,Vezel,2014,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,143809,5,Islamabad,1750000
Suzuki,Wagon R,2018,Hatchback,Hatchback,Automatic,Petrol,1.0L,91415,5,Islamabad,1190000
Toyota,Hilux,2026,Pickup,Pickup,Automatic,Diesel,2.4L,0,5,Quetta,10135000
Suzuki,Alto,2023,Economy,Hatchback,Manual,Petrol,1.0L,40441,4,Peshawar,1655000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,87944,7,Rawalpindi,2680000
Suzuki,Alto,2016,Economy,Hatchback,Automatic,Petrol,1.0L,123526,4,Multan,615000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,79484,7,Lahore,3405000
Toyota,Prius,2014,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,145988,5,Peshawar,1450000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.3L,541,5,Multan,5170000
Toyota,Fortuner,2012,SUV,SUV,Manual,Diesel,2.7L,185415,7,Islamabad,2510000
Honda,City,2026,Sedan,Sedan,Manual,Petrol,1.2L,0,5,Peshawar,5415000
Toyota,Hilux,2012,Pickup,Pickup,Manual,Diesel,2.4L,163348,5,Peshawar,1830000
Toyota,Corolla,2018,Sedan,Sedan,Automatic,Petrol,1.6L,92180,5,Multan,2285000
Toyota,Fortuner,2019,SUV,SUV,Manual,Petrol,2.7L,74500,7,Rawalpindi,6295000
Suzuki,Cultus,2014,Hatchback,Hatchback,Manual,Petrol,1.0L,150243,5,Islamabad,680000
Honda,Civic,2013,Sedan,Sedan,Automatic,Petrol,1.8L,186439,5,Quetta,1660000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,60425,5,Faisalabad,4500000
Hyundai,Tucson,2024,SUV,SUV,Automatic,Petrol,2.0L,23030,5,Rawalpindi,7720000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,74168,5,Faisalabad,3330000
Suzuki,Mehran,2014,Economy,Hatchback,Manual,Petrol,800cc,112809,4,Lahore,355000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,57997,5,Peshawar,4495000
Toyota,Fortuner,2020,SUV,SUV,Automatic,Diesel,2.7L,70489,7,Rawalpindi,7430000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,138336,5,Quetta,1060000
Honda,BR-V,2019,Family,SUV,Manual,Petrol,1.5L,93482,7,Faisalabad,2500000
Daihatsu,Mira,2021,Economy,Hatchback,Manual,Petrol,660cc,66406,4,Peshawar,1325000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,43246,5,Peshawar,3745000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,22575,5,Faisalabad,7280000
Honda,Vezel,2023,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,41128,5,Karachi,5560000
KIA,Sportage,2021,SUV,SUV,Manual,Petrol,2.0L,51857,5,Islamabad,4560000
Suzuki,Swift,2011,Hatchback,Hatchback,Automatic,Petrol,1.3L,201213,5,Karachi,635000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,99937,5,Multan,1070000
Suzuki,Mehran,2026,Economy,Hatchback,Manual,Petrol,800cc,5401,4,Multan,1310000
KIA,Sportage,2022,SUV,SUV,Automatic,Petrol,2.0L,58156,5,Peshawar,5180000
Toyota,Fortuner,2021,SUV,SUV,Automatic,Diesel,2.8L,62358,7,Lahore,9055000
Suzuki,Bolan,2008,Economy,Van,Manual,Petrol,800cc,207032,8,Peshawar,295000
Toyota,Prius,2010,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,170534,5,Rawalpindi,1070000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,180194,5,Rawalpindi,625000
Toyota,Prius,2015,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,143569,5,Karachi,1915000
Toyota,Hilux,2019,Pickup,Pickup,Automatic,Diesel,2.8L,105607,5,Lahore,4010000
Suzuki,Mehran,2020,Economy,Hatchback,Automatic,Petrol,800cc,61190,4,Quetta,755000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Lahore,8950000
Suzuki,Bolan,2022,Economy,Van,Automatic,Petrol,800cc,57837,8,Lahore,1495000
Toyota,Fortuner,2026,SUV,SUV,Manual,Petrol,2.7L,2930,7,Rawalpindi,14525000
Honda,Vezel,2019,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,98466,5,Islamabad,3875000
Toyota,Fortuner,2023,SUV,SUV,Automatic,Diesel,2.7L,37771,7,Islamabad,10720000
Toyota,Prius,2021,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,61686,5,Lahore,3425000
Suzuki,Swift,2015,Hatchback,Hatchback,Manual,Petrol,1.3L,154165,5,Peshawar,980000
Honda,Vezel,2021,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,65079,5,Peshawar,4030000
Toyota,Corolla,2026,Sedan,Sedan,Automatic,Petrol,1.3L,5212,5,Faisalabad,6890000
Suzuki,Cultus,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,33619,5,Peshawar,1740000
Honda,Civic,2016,Sedan,Sedan,Manual,Petrol,1.8L,135565,5,Islamabad,2460000
Suzuki,Wagon R,2020,Hatchback,Hatchback,Automatic,Petrol,1.0L,78972,5,Islamabad,1400000
Suzuki,Cultus,2024,Hatchback,Hatchback,Automatic,Petrol,1.0L,22366,5,Quetta,2690000
Suzuki,Wagon R,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,11292,5,Lahore,2610000
Suzuki,Alto,2012,Economy,Hatchback,Manual,Petrol,1.0L,162615,4,Quetta,360000
Toyota,Hilux,2011,Pickup,Pickup,Manual,Diesel,2.8L,163300,5,Rawalpindi,1635000
Toyota,Yaris,2020,Sedan,Sedan,Automatic,Petrol,1.3L,58026,5,Islamabad,2525000
Toyota,Prius,2024,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,30503,5,Faisalabad,4855000
Suzuki,Bolan,2022,Economy,Van,Manual,Petrol,800cc,29624,8,Quetta,1375000
Toyota,Fortuner,2024,SUV,SUV,Manual,Diesel,2.8L,33902,7,Peshawar,9670000
Suzuki,Mehran,2021,Economy,Hatchback,Manual,Petrol,800cc,49355,4,Rawalpindi,900000
Toyota,Hilux,2024,Pickup,Pickup,Manual,Diesel,2.8L,25163,5,Islamabad,7835000
Toyota,Fortuner,2017,SUV,SUV,Manual,Petrol,2.7L,122349,7,Islamabad,4080000
Suzuki,Swift,2015,Hatchback,Hatchback,Manual,Petrol,1.3L,120332,5,Peshawar,950000
Toyota,Corolla,2011,Sedan,Sedan,Automatic,Petrol,1.6L,186146,5,Quetta,915000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,28802,5,Karachi,7480000
Honda,BR-V,2026,Family,SUV,Manual,Petrol,1.5L,4329,7,Multan,5925000
Suzuki,Bolan,2006,Economy,Van,Manual,Petrol,800cc,265041,8,Faisalabad,300000
Suzuki,Bolan,2007,Economy,Van,Automatic,Petrol,800cc,214082,8,Islamabad,360000
Honda,Vezel,2026,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,5295,5,Karachi,9190000
Suzuki,Bolan,2025,Economy,Van,Automatic,Petrol,800cc,5615,8,Quetta,2045000
Hyundai,Tucson,2023,SUV,SUV,Manual,Petrol,2.0L,37189,5,Faisalabad,7185000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,22784,5,Karachi,7660000
Toyota,Corolla,2008,Sedan,Sedan,Automatic,Petrol,1.6L,222186,5,Peshawar,1050000
Suzuki,Swift,2017,Hatchback,Hatchback,Automatic,Petrol,1.3L,106438,5,Karachi,1535000
Suzuki,Cultus,2020,Hatchback,Hatchback,Manual,Petrol,1.0L,87511,5,Islamabad,1455000
Suzuki,Bolan,2010,Economy,Van,Automatic,Petrol,800cc,228580,8,Rawalpindi,370000
Suzuki,Swift,2018,Hatchback,Hatchback,Manual,Petrol,1.3L,102436,5,Islamabad,1420000
Toyota,Corolla,2009,Sedan,Sedan,Automatic,Petrol,1.8L,215768,5,Multan,985000
Toyota,Hilux,2012,Pickup,Pickup,Manual,Diesel,2.8L,149106,5,Peshawar,1875000
KIA,Sportage,2024,SUV,SUV,Automatic,Petrol,2.0L,31544,5,Karachi,6650000
Suzuki,Swift,2017,Hatchback,Hatchback,Automatic,Petrol,1.3L,108564,5,Peshawar,1430000
Honda,BR-V,2024,Family,SUV,Automatic,Petrol,1.5L,30893,7,Quetta,5135000
Toyota,Yaris,2022,Sedan,Sedan,Automatic,Petrol,1.5L,43829,5,Multan,3115000
Toyota,Prius,2020,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,56022,5,Peshawar,3025000
Honda,City,2018,Sedan,Sedan,Manual,Petrol,1.2L,77526,5,Lahore,2140000
Suzuki,Bolan,2017,Economy,Van,Manual,Petrol,800cc,119247,8,Peshawar,705000
Toyota,Hilux,2025,Pickup,Pickup,Automatic,Diesel,2.8L,0,5,Faisalabad,9785000
Honda,City,2014,Sedan,Sedan,Automatic,Petrol,1.5L,146706,5,Lahore,1330000
Suzuki,Wagon R,2019,Hatchback,Hatchback,Automatic,Petrol,1.0L,90480,5,Faisalabad,1370000
Suzuki,Swift,2024,Hatchback,Hatchback,Manual,Petrol,1.3L,33335,5,Peshawar,2970000
Suzuki,APV,2021,Van,Van,Manual,Petrol,1.5L,71019,8,Lahore,2350000
Honda,City,2013,Sedan,Sedan,Manual,Petrol,1.5L,182433,5,Lahore,940000
Toyota,Prius,2019,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,98116,5,Lahore,2935000
Toyota,Hilux,2014,Pickup,Pickup,Manual,Diesel,2.4L,147080,5,Rawalpindi,1860000
Toyota,Corolla,2016,Sedan,Sedan,Automatic,Petrol,1.3L,99262,5,Faisalabad,1960000
Suzuki,Swift,2018,Hatchback,Hatchback,Automatic,Petrol,1.3L,110412,5,Peshawar,1495000
Honda,Vezel,2021,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,54618,5,Peshawar,5100000
Toyota,Corolla,2012,Sedan,Sedan,Automatic,Petrol,1.8L,162003,5,Multan,1170000
Suzuki,Alto,2025,Economy,Hatchback,Manual,Petrol,660cc,22690,4,Quetta,1890000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,50828,5,Peshawar,5225000
Honda,City,2019,Sedan,Sedan,Automatic,Petrol,1.5L,97114,5,Faisalabad,2450000
KIA,Sportage,2025,SUV,SUV,Automatic,Petrol,2.0L,19445,5,Quetta,6860000
Suzuki,APV,2017,Van,Van,Manual,Petrol,1.5L,93728,8,Rawalpindi,1505000
Suzuki,Mehran,2010,Economy,Hatchback,Automatic,Petrol,800cc,172232,4,Islamabad,265000
Suzuki,APV,2010,Van,Van,Automatic,Petrol,1.5L,186276,8,Faisalabad,775000
KIA,Sportage,2019,SUV,SUV,Automatic,Petrol,2.0L,87177,5,Islamabad,3875000
Suzuki,Bolan,2020,Economy,Van,Manual,Petrol,800cc,85948,8,Quetta,920000
Suzuki,Alto,2024,Economy,Hatchback,Manual,Petrol,660cc,10371,4,Karachi,2020000
Suzuki,Swift,2026,Hatchback,Hatchback,Manual,Petrol,1.3L,0,5,Karachi,4205000
Toyota,Yaris,2025,Sedan,Sedan,Manual,Petrol,1.5L,13907,5,Peshawar,4345000
Honda,BR-V,2026,Family,SUV,Automatic,Petrol,1.5L,9489,7,Faisalabad,6580000
Suzuki,APV,2009,Van,Van,Manual,Petrol,1.5L,133449,8,Multan,665000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,9158,5,Karachi,3980000
Honda,BR-V,2018,Family,SUV,Automatic,Petrol,1.5L,99784,7,Islamabad,2665000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,119375,5,Peshawar,990000
Honda,City,2017,Sedan,Sedan,Manual,Petrol,1.2L,81794,5,Multan,1980000
Suzuki,Alto,2013,Economy,Hatchback,Manual,Petrol,1.0L,135702,4,Peshawar,510000
Toyota,Corolla,2008,Sedan,Sedan,Automatic,Petrol,1.6L,179337,5,Rawalpindi,1175000
Toyota,Hilux,2019,Pickup,Pickup,Automatic,Diesel,2.8L,88246,5,Quetta,4000000
Suzuki,Wagon R,2019,Hatchback,Hatchback,Manual,Petrol,1.0L,93827,5,Lahore,1085000
Suzuki,Cultus,2025,Hatchback,Hatchback,Automatic,Petrol,1.0L,7752,5,Multan,2630000
Honda,City,2025,Sedan,Sedan,Automatic,Petrol,1.5L,0,5,Karachi,6160000
Suzuki,Swift,2024,Hatchback,Hatchback,Automatic,Petrol,1.3L,31516,5,Rawalpindi,3240000
Daihatsu,Mira,2021,Economy,Hatchback,Automatic,Petrol,660cc,60458,4,Faisalabad,1450000
Toyota,Corolla,2018,Sedan,Sedan,Automatic,Petrol,1.6L,110540,5,Peshawar,2355000
Suzuki,Swift,2011,Hatchback,Hatchback,Automatic,Petrol,1.3L,174116,5,Peshawar,630000
Toyota,Yaris,2022,Sedan,Sedan,Manual,Petrol,1.5L,53705,5,Peshawar,2895000
Daihatsu,Mira,2017,Economy,Hatchback,Automatic,Petrol,660cc,97235,4,Karachi,925000
Suzuki,APV,2024,Van,Van,Manual,Petrol,1.5L,22303,8,Rawalpindi,3915000
KIA,Sportage,2022,SUV,SUV,Automatic,Petrol,2.0L,39506,5,Rawalpindi,5420000
Suzuki,Swift,2012,Hatchback,Hatchback,Automatic,Petrol,1.3L,163869,5,Rawalpindi,675000
Suzuki,APV,2018,Van,Van,Automatic,Petrol,1.5L,79902,8,Rawalpindi,1805000
Toyota,Fortuner,2017,SUV,SUV,Automatic,Diesel,2.7L,148265,7,Karachi,4390000
Toyota,Fortuner,2026,SUV,SUV,Manual,Petrol,2.8L,3946,7,Rawalpindi,14610000
Suzuki,Swift,2017,Hatchback,Hatchback,Automatic,Petrol,1.3L,124753,5,Quetta,1305000
Suzuki,Bolan,2026,Economy,Van,Automatic,Petrol,800cc,0,8,Rawalpindi,2255000
Hyundai,Tucson,2023,SUV,SUV,Manual,Petrol,2.0L,39150,5,Faisalabad,7005000
Suzuki,Bolan,2023,Economy,Van,Automatic,Petrol,800cc,42601,8,Islamabad,1635000
Honda,Civic,2013,Sedan,Sedan,Automatic,Petrol,1.8L,162073,5,Karachi,2090000
Toyota,Hilux,2015,Pickup,Pickup,Manual,Diesel,2.8L,157750,5,Faisalabad,2425000
Suzuki,Swift,2023,Hatchback,Hatchback,Automatic,Petrol,1.3L,16008,5,Rawalpindi,3210000
Suzuki,Wagon R,2026,Hatchback,Hatchback,Automatic,Petrol,1.0L,3171,5,Karachi,3175000
Honda,Vezel,2015,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,150808,5,Islamabad,2200000
Suzuki,Alto,2023,Economy,Hatchback,Manual,Petrol,660cc,27963,4,Karachi,1785000
Toyota,Fortuner,2012,SUV,SUV,Manual,Petrol,2.7L,144409,7,Karachi,2865000
Honda,BR-V,2018,Family,SUV,Automatic,Petrol,1.5L,101218,7,Islamabad,2365000
Daihatsu,Mira,2013,Economy,Hatchback,Automatic,Petrol,660cc,165943,4,Karachi,495000
Honda,City,2016,Sedan,Sedan,Manual,Petrol,1.5L,148309,5,Multan,1300000
Honda,Civic,2024,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,21334,5,Multan,7505000
Toyota,Land Cruiser,2026,Luxury,SUV,Automatic,Petrol,4.6L,0,7,Karachi,40275000
Toyota,Land Cruiser,2025,Luxury,SUV,Manual,Petrol,4.6L,5563,7,Lahore,34375000
Toyota,Prius,2022,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,21552,5,Lahore,3970000
Suzuki,Alto,2013,Economy,Hatchback,Manual,Petrol,660cc,198153,4,Peshawar,420000
Suzuki,Bolan,2011,Economy,Van,Manual,Petrol,800cc,219380,8,Rawalpindi,340000
Honda,BR-V,2024,Family,SUV,Automatic,Petrol,1.5L,23908,7,Quetta,4405000
Toyota,Hilux,2018,Pickup,Pickup,Automatic,Diesel,2.4L,98840,5,Faisalabad,4055000
Suzuki,Mehran,2018,Economy,Hatchback,Automatic,Petrol,800cc,87391,4,Rawalpindi,550000
Honda,BR-V,2018,Family,SUV,Manual,Petrol,1.5L,120117,7,Quetta,2385000
Toyota,Hilux,2020,Pickup,Pickup,Manual,Diesel,2.8L,75616,5,Rawalpindi,4235000
Suzuki,APV,2020,Van,Van,Manual,Petrol,1.5L,83554,8,Peshawar,1920000
Suzuki,Swift,2010,Hatchback,Hatchback,Manual,Petrol,1.3L,182954,5,Peshawar,650000
Toyota,Fortuner,2016,SUV,SUV,Automatic,Diesel,2.7L,138236,7,Karachi,4085000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,22052,5,Rawalpindi,3625000
Toyota,Fortuner,2026,SUV,SUV,Manual,Diesel,2.7L,0,7,Lahore,13895000
KIA,Sportage,2019,SUV,SUV,Automatic,Petrol,2.0L,110644,5,Faisalabad,3230000
Suzuki,APV,2022,Van,Van,Manual,Petrol,1.5L,39552,8,Faisalabad,2980000
